Thu,Ngay,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,Holiday,Week number
4,09/28/16,1898.7,1850.5,1833.3,1841.9,1855.5,2013.1,2245,2873.1,3097,3203.2,3209.3,2959,3142.3,3319.6,3330.1,3220.9,3009.4,2948.9,2866.1,2784.3,2692.1,2477.3,2262,2054.5,0,40
5,09/29/16,1936.4,1868.1,1833.5,1824.8,1857.6,1983,2213.6,2829.2,3018.1,3117.9,3127.3,2893.7,3036.1,3249.9,3269,3219.8,2952.7,2948.4,2881.77,2801,2762,2577.7,2336.5,2100.3,0,40
6,09/30/16,2019.5,1931.7,1879.8,1859.3,1902,2026.5,2246.2,2826.6,3079.8,3161.3,3170.5,2936.7,3032.1,3228,3196.7,3169.2,2933.1,2923.2,2850.8,2792.4,2720.8,2576.3,2332.2,2121.4,0,40
7,10/01/16,2036.11,1935.51,1897.48,1873.83,1896.09,1994.07,2217.8,2791.14,2994,3108.9,3097.09,2860.32,3052.22,3236.09,3180.88,3082.12,2788.01,2817.68,2752.95,2713.89,2724.96,2657.2,2459.5,2287.64,0,40
CN,10/02/16,2100.4,1982.4,1939.58,1901.16,1891.77,1833.38,1866.88,2036.39,2157.94,2284.91,2356.42,2295.98,2345.52,2406.07,2371.42,2350.67,2336.78,2431.44,2411.19,2427.6,2482.51,2387.2,2190.2,1987.8,0,40
2,10/03/16,1839.33,1753.36,1725.66,1723.21,1784.91,1948.81,2207.97,2840.13,3016.84,3089.24,3080.39,2817.42,2949.97,3099.13,3075.99,3050.54,2849.67,2861.82,2780.48,2684.35,2583.64,2396,2164.5,1997.56,0,41
3,10/04/16,1878.32,1817.71,1780.94,1779.36,1829.64,1985.49,2203.36,2873.74,3108.08,3227.98,3226.55,2983.82,3145.32,3282.17,3269.37,3222.36,2978.27,2985.3,2958.24,2859.52,2809.22,2655.3,2408.7,2205.82,0,41
4,10/05/16,2054.69,1961.88,1917.14,1901.41,1895.61,2044.29,2314.88,2944.91,3202.78,3295.9,3286.71,3063.41,3167.47,3300.73,3296.04,3268.22,3123.87,3078.55,2964.99,2913.81,2809.5,2582.1,2496.6,2367.15,0,41
5,10/06/16,2092.81,2012.75,1966.8,1951.04,1984.82,2119.52,2319.52,2933.75,3167.86,3334.92,3310.48,3062.7,3201.76,3287,3269.26,3314.89,3104.72,3047.1,2980.51,2857.11,2781.61,2563.1,2270.5,2083.02,0,41
6,10/07/16,1950.84,1859.25,1831.45,1821.95,1859.43,2013.65,2247.06,2881.71,3089.45,3217.04,3222.15,2968.73,3094.21,3325.81,3349.94,3284.61,3126.33,3022.89,2920.75,2828.34,2734.01,2550.2,2339.2,2166.04,0,41
7,10/08/16,1997.91,1875.36,1865.4,1826.79,1857.31,1942.75,2237.03,2771.36,2944.07,3016.01,3004.21,2685.81,2781.32,2934.54,2947.4,2922.76,2716.67,2759.51,2671.31,2647.01,2592.82,2472.6,2269.9,2065.05,0,41
CN,10/09/16,1937.1,1860.24,1803.77,1782.82,1786.34,1775.04,1842.25,2043.49,2201.19,2306.76,2375.47,2270.78,2279.99,2245.82,2269.58,2287.24,2337.72,2424.19,2418.13,2404.63,2410.34,2338.4,2124.1,1976.1,0,41
2,10/10/16,1748.23,1671.91,1646.53,1637.36,1682.49,1851.31,2137.64,2788.17,3033.82,3108.05,3119.47,2853.47,3004.92,3145.71,3090.44,3079.11,2909.84,2957.12,2864.77,2784.51,2811.79,2634.9,2365.1,2123.16,0,42
3,10/11/16,2002.15,1926.93,1886.25,1874.66,1916.55,2023.86,2290.97,2919.4,3136.88,3207.15,3212.27,2935.33,2971.11,3149.24,3141.84,3123,2991.18,2948.71,2859.19,2749.65,2679.39,2457.3,2246.6,2035.86,0,42
4,10/12/16,1908.63,1846.34,1800.9,1799.27,1857.1,2003.92,2254.36,2856.83,3089.83,3209.28,3224.25,2940.89,3063.58,3233.27,3248.18,3224.42,2998.52,3028.27,2923.02,2836.14,2778.76,2565,2326.3,2151.33,0,42
5,10/13/16,2004.76,1915.53,1853.3,1852.91,1871.51,2018.47,2300.26,2949.23,3150.23,3256.73,3262.6,2983.04,3114.94,3343.7,3343.93,3278.08,3082.1,3096.96,2962.82,2886.11,2832.11,2626.5,2431.8,2245.81,0,42
6,10/14/16,2034.94,1960.8,1916.57,1913.14,1923.7,2051.51,2278.99,2968.01,3157.42,3303.92,3299.5,3077.06,3241.3,3427.01,3431.66,3370.46,3174.48,3112.2,3005.92,2947.43,2919.35,2740.7,2540.5,2287.25,0,42
7,10/15/16,2155.75,2065.19,2009.52,1979.72,2006.43,2066.1,2286.57,2868.09,3054.55,3132.7,3221.73,2940.97,3107.62,3257.05,3292.21,3177.97,2967.7,2906.1,2814.64,2777.86,2753,2608.7,2399.1,2228.5,0,42
CN,10/16/16,2015.14,1905.84,1829.96,1807.38,1815.45,1796.85,1890.66,2045.36,2190.3,2320.68,2383.59,2310.62,2382.79,2395.25,2378.77,2376.58,2417.24,2388.57,2392.14,2367.66,2355.94,2268.7,2046.7,1908.32,0,42
2,10/17/16,1691.3,1633.62,1602.92,1606.83,1673.17,1866.58,2142.57,2792.02,3088.39,3182.77,3206.89,2953.24,3069.62,3296.14,3334.89,3325.16,3149.28,3086.04,2912.73,2826.52,2711.58,2496.3,2318,2177.4,0,43
3,10/18/16,1909.23,1841.74,1807.81,1797.71,1843.54,1983.54,2222.97,2828.49,3026.08,3177.23,3162.66,2907.43,3004.24,3192.19,3218.08,3146.72,2966.17,3025.99,2913.36,2839.2,2761.33,2580.3,2346.4,2132.59,0,43
4,10/19/16,2041.57,1964.15,1916.21,1908.84,1943.34,2094.39,2328.18,2988.44,3221.16,3311.26,3302.32,3054.36,3118.19,3315.24,3339.3,3279.63,3049.75,3096.09,2977.97,2912.44,2871.04,2682.2,2374,2172.98,0,43
5,10/20/16,1992.17,1893.57,1894.49,1885.18,1928.04,2063.31,2275.52,2885.7,3092.09,3178.88,3207.09,2976.85,3049.17,3214.51,3235.52,3165.94,2925.27,2966.13,2854.43,2776.89,2702.74,2536.4,2301.9,2118.38,0,43
6,10/21/16,1996.62,1917.44,1877.63,1870.9,1908.65,2039.68,2274.4,2915.74,3134.07,3247.6,3236.78,2968.26,3149.22,3364.23,3374.92,3269.25,3085.07,3038.93,2921.55,2854.14,2773.16,2607.7,2365.7,2209.93,0,43
7,10/22/16,2025.55,1956.15,1914.01,1892.99,1925.38,2022.03,2275.57,2834.44,3036.2,3118.39,3141.73,2912.64,3091.33,3199.53,3104,3011.32,2805.97,2785.02,2696.8,2623.36,2611.47,2475.1,2289.3,2085.78,0,43
CN,10/23/16,1959.08,1896.03,1788.47,1793.6,1759.51,1768.12,1899.47,2101.76,2253.55,2398.42,2463.37,2370.99,2413.86,2477.07,2449.19,2404.53,2435.18,2477.59,2424.88,2408.13,2378.95,2228.5,1976.6,1823.45,0,43
2,10/24/16,1725.41,1661.45,1611.93,1623.75,1697.75,1898.38,2197.18,2837.94,3023.94,3123.15,3120.97,2869.18,3036.68,3237.32,3282.89,3240.38,3105.59,3078.65,2944.27,2872.04,2765.13,2600.6,2383.6,2117.5,0,44
3,10/25/16,1974.45,1913.84,1867.3,1837.02,1878.68,2042.25,2260.59,2901.92,3093.59,3187.98,3160.79,2862.32,2898.36,3026.75,3102.25,3078.54,2955.51,2981.08,2862.37,2771.31,2661.63,2471,2229.6,2083.7,0,44
4,10/26/16,1905.64,1839.71,1800.56,1784.3,1825.72,2004.58,2248.15,2906.21,3143.16,3248.05,3247.72,2986.51,3163.57,3331.8,3375.89,3307.57,3075.45,3077.53,2969.6,2891.61,2805.94,2602.4,2287.3,2127.95,0,44
5,10/27/16,2020.98,1952.79,1910.67,1897.93,1915.86,2064.1,2303.91,2962.09,3216.34,3330.3,3309.24,3051.74,3186.52,3387.33,3383.8,3306.86,3097.08,3105.61,2956.13,2897.11,2826.02,2653.3,2401.3,2198.59,0,44
6,10/28/16,2059.62,1965.55,1924.75,1899.54,1932.39,2057.12,2280.54,2955.84,3196.35,3341.23,3332.13,3074.59,3195.65,3297.37,3428.52,3352.4,3112.54,3119.11,2960.28,2875.72,2802.94,2605.2,2378.7,2163.36,0,44
7,10/29/16,2030.62,1943.47,1890.74,1878.41,1888.42,1989.35,2219.32,2800.52,3043.64,3155.88,3185.08,2939.81,3058.41,3152.92,3077.34,2966.48,2723.03,2751.81,2633.82,2565.26,2509.76,2350,2177.7,2006.6,0,44
CN,10/30/16,1897.26,1833.4,1779.67,1761.74,1751.14,1723.57,1804.1,1991.65,2131.27,2274.5,2362.8,2280.33,2225.87,2170.9,2134.85,2157.56,2236.14,2325.95,2304.34,2277.9,2237.95,2107.3,1898.6,1765.79,0,44
2,10/31/16,1636.05,1587.99,1563.09,1583.09,1648.24,1851.97,2152.47,2846.14,3102.13,3209.83,3236.86,2988.45,3080.64,3217.37,3198.64,3179.74,2972.58,3015.75,2944.93,2882.91,2794.44,2627.8,2396.1,2258.6,0,45
3,11/01/16,1910.8,1847.6,1804.4,1781,1821,1960.6,2188.4,2847.9,3078.8,3202.1,3220.4,2954,3100.2,3277.1,3302.8,3252,3045.1,3069.2,2945.5,2853.7,2767.1,2587.5,2339.4,2136.3,0,45
4,11/02/16,1990.8,1927.1,1882.7,1872.9,1901.4,2040,2270.6,2799.3,3121.4,3209.8,3194.7,2959.2,3101.6,3249.7,3272.4,3211.9,2972.4,2946.7,2876.3,2824.7,2735.6,2585.5,2346,2183.2,0,45
5,11/03/16,1959.9,1893.3,1861.9,1854.6,1885,2051.8,2283.1,2918.3,3167.6,3251.4,3230.5,2940.7,3071.9,3221.3,3238.3,3156.7,3048.1,3044.8,2951.5,2866.6,2746.4,2511,2254.3,2075.1,0,45
6,11/04/16,1978.9,1894.5,1834.9,1849.6,1876.8,1990.3,2215.3,2851.3,3025.9,3125.7,3131.3,2844.8,2932.4,3130.2,3165.6,3126.5,2987.7,2990.1,2882.9,2709,2666.6,2469.9,2232.7,2039.5,0,45
7,11/05/16,1885.9,1842.2,1804.2,1786,1813,1901.7,2139.4,2672.4,2828.9,2900.9,2884.3,2574.8,2666.1,2795.8,2790.6,2763,2540.8,2639.9,2537.3,2484.4,2432.6,2238.3,2016.4,1866.3,0,45
CN,11/06/16,1769.5,1696.2,1659.2,1656.3,1655.3,1654.8,1761.6,1973.6,2113.1,2236.7,2303.3,2166,2132.2,2120.2,2115.7,2149.5,2173.7,2392.1,2326,2285.5,2227.8,2043.7,1862.9,1741.1,0,45
2,11/07/16,1606.6,1560.4,1529.1,1540.1,1576.1,1825.7,2139.8,2821.2,3080.9,3229.4,3242.8,2972,3135.1,3299.3,3311.3,3275.4,3080.5,3079,2977.4,2906.3,2836.4,2654.4,2377.2,2201.3,0,46
3,11/08/16,2025.4,1950.5,1911.8,1885.3,1932.4,2053,2303.3,2888,3158.5,3270.5,3285.6,2995.1,3149.5,3365.3,3407.3,3346.2,3131.4,3165.1,3031.6,2998.3,2948.3,2760,2431.4,2217.7,0,46
4,11/09/16,2093,2021.1,1970.8,1965.2,1993.4,2134.7,2367.6,3066.6,3279,3396.2,3382,3159.5,3210.2,3472.8,3450.5,3358.2,3105.3,3174.6,3024.5,2938.8,2938.7,2756.9,2514.9,2270.8,0,46
5,11/10/16,2125.1,2047.4,1988.5,1987.6,2000.8,2127.5,2338.1,2947.1,3186.9,3279,3240.8,3031.7,3183,3436,3445.5,3361.2,3141.4,3164.8,3040,2965.4,2938,2796.3,2618.7,2392.3,0,46
6,11/11/16,2152.5,2062.4,2000.8,1976.9,1987.1,2098.9,2346.3,2994.8,3240.3,3370.2,3371.3,3098.2,3278.2,3478.8,3479.1,3395.3,3108.8,3111.6,3044.6,2954.4,2915.9,2795.9,2542.9,2347.4,0,46
7,11/12/16,2197.7,2095.8,2022.4,2003.5,2003.7,2123.8,2451.7,2943.8,3156,3240.83,3205.9,3027.3,3196.8,3303.8,3293.6,3175.6,2865.3,2928.8,2833.6,2790.6,2835.9,2751.9,2548.7,2341.4,0,46
CN,11/13/16,2157.8,2068.5,1999.1,1946.1,1918.3,1858,1921.2,2074.8,2226.7,2368.6,2530.8,2418.1,2514.9,2574.9,2540.6,2479.3,2396.5,2574.2,2548.9,2576.4,2641.8,2558.5,2339.8,2120.8,0,46
2,11/14/16,1972,1898.9,1843.2,1815.2,1857.1,2018.9,2282.5,2988.4,3276.9,3395.8,3411.3,3159.7,3333.4,3544.5,3524.1,3440.9,3214.3,3251.6,3134.3,3095.1,3098,2981.4,2748.7,2503.2,0,47
3,11/15/16,2307.5,2204.8,2141.9,2094,2115,2195.6,2384.5,3088.1,3314.6,3464,3446.4,3184,3344.1,3531.1,3523,3456.1,3202.6,3158.1,3125.6,3090.8,3078.2,2933.8,2685.1,2480,0,47
4,11/16/16,2297,2194.4,2132.1,2108.3,2126.4,2193.2,2378.7,3055.7,3316.5,3410.8,3432.5,3144.7,3365.2,3545.1,3541.6,3460.2,3257.4,3226.5,3133.2,3093.4,3034.8,2849.6,2601.7,2409.5,0,47
5,11/17/16,2247.5,2167.2,2096.6,2072,2104.8,2176.4,2400.7,3097.4,3298.1,3353.4,3358.1,3100.1,3253.4,3482,3481.7,3416,3234.5,3181.3,3068.5,3009.2,3002.6,2871.5,2609.4,2369.8,0,47
6,11/18/16,2253.2,2134,2073.8,2063.1,2106.4,2176.6,2380.4,3082.7,3316.7,3424.3,3432.5,3190.4,3376.5,3588.6,3597.7,3495.7,3198.7,3216.3,3098.7,2999.2,2972.1,2817.4,2625.8,2422.8,0,47
7,11/19/16,2244.3,2160,2081.3,2051.6,2044,2109.9,2328.4,2936.1,3155,3255,3281.1,3046.3,3226.8,3353.2,3338.2,3183.6,2878.5,2920.9,2844.7,2822.2,2829.7,2736.5,2576.3,2368.5,0,47
CN,11/20/16,2197.31,2114.98,2048.74,1993.93,1960.64,1923.35,1977.61,2160.7,2300.09,2433.4,2526.67,2454.7,2464.46,2492.76,2412.06,2402.79,2460.89,2518.39,2452.01,2453.43,2426.26,2250,2053.6,1893.11,1,47
2,11/21/16,1775.9,1715.5,1688.9,1670.8,1738.5,1921.5,2194.8,2914.2,3187.4,3288.9,3307.9,3059,3199.4,3456.5,3461.7,3365.8,3180.9,3148.9,3062.9,2993.8,2942.9,2793.9,2570.7,2305.5,0,48
3,11/22/16,2103.1,2016.5,1962.2,1948.1,1994.4,2113.6,2332.6,2999.9,3245.6,3296.6,3360.3,3109,3257.4,3429.7,3402.9,3343.2,3214.8,3246.8,3149.2,3063.4,3009.2,2870.5,2642.5,2432.7,0,48
4,11/23/16,2147.1,2073.2,2007.1,2001.8,2028.4,2154,2374.1,3080.8,3308.8,3423.7,3404.1,3157.8,3324.7,3489.8,3521.5,3463.6,3170.9,3286.4,3181.4,3098.1,3082.4,2940.1,2739.3,2513.1,0,48
5,11/24/16,2250.7,2156.6,2091.3,2081.3,2099.7,2176.5,2364.5,3080.5,3278.9,3406.1,3423.8,3206.2,3334.1,3549.4,3569.4,3500.5,3243.3,3238.4,3141.8,3069.4,3038.9,2880.7,2636.5,2439.5,0,48
6,11/25/16,2256.7,2154.1,2100.1,2065.4,2089.5,2148.2,2381.2,3084.4,3332,3408.5,3400.9,3169.1,3315.6,3495.3,3485.9,3450.9,3205.6,3179.5,3092.8,3019.9,2981,2852.4,2633.9,2390.1,0,48
7,11/26/16,2231.9,2133.3,2072.3,2048.2,2055.3,2103.3,2320.1,2933.1,3164.4,3272.3,3281.6,3020.8,3171.9,3336.6,3300.3,3186.7,2898,2921.4,2861.5,2819.6,2861.2,2772.6,2565.2,2422.8,0,48
CN,11/27/16,2213.8,2151.3,2056.5,2007.5,1983.9,1934.2,2002.8,2186.7,2348.3,2470.3,2558.5,2493.1,2535.9,2584.16,2513.7,2527.4,2591.1,2707.9,2659.4,2649.6,2682.2,2632.9,2430.8,2220.7,0,48
2,11/28/16,2035.9,1939.3,1851,1867.2,1888.9,2047.1,2304.8,2982.1,3313.7,3403,3396,3140.6,3311.6,3519,3545.7,3455.6,3215.6,3252.8,3139.7,3099.6,3064.5,2915.1,2659.8,2414.9,0,49
3,11/29/16,2256.7,2142,2087.9,2056.6,2051.6,2125.9,2340.8,3030.9,3253.5,3370.6,3400.1,3155.2,3354.7,3542.9,3543.3,3458.9,3233.5,3257.5,3189.5,3143.1,3157.5,3024.3,2777.4,2515.3,0,49
4,11/30/16,2329.4,2220.8,2158.1,2116.1,2123.2,2194.3,2407.9,3097.6,3313.2,3429.7,3389.6,3110.9,3238.1,3473.6,3476.4,3375.8,3144.1,3136.5,2958.6,2888.7,2814.3,2622.6,2313.1,2180.6,0,49
5,12/01/16,2015.9,1947,1902.2,1893.2,1924.6,2053.8,2293.1,2929.1,3162.4,3250.8,3269.8,3017.3,3177.2,3366.8,3336.3,3273.2,3008,3102.6,2976.5,2884.1,2805.7,2609.9,2352,2124.3,0,49
6,12/02/16,2006.7,1931.6,1881.7,1879.8,1920.8,2042,2268.5,2936.5,3143.8,3230.7,3185.5,2908.8,3057.3,3249,3256.6,3209.3,3069.5,3035.7,2905.2,2778.8,2684.1,2510.7,2287.6,2137.5,0,49
7,12/03/16,1962.5,1906.6,1861.6,1849.8,1880,1964.7,2189.3,2776.6,3007.6,3071.8,3070.6,2869,3041.3,3203.6,3134.4,3040.4,2777.5,2864.5,2786.8,2720.7,2717,2633.7,2431.3,2268.3,0,49
CN,12/04/16,2088.5,2001.9,1945.6,1908.1,1893.9,1861.2,1882.5,2117.7,2247.2,2384,2443.5,2333.8,2383.6,2437.8,2395.6,2362,2310.7,2482.8,2454.2,2456,2486.2,2356.4,2124.4,1946.7,0,49
2,12/05/16,1766.8,1691.9,1634.6,1635.1,1697.2,1886.6,2205.7,2958.3,3186.6,3316.5,3320.5,3064.5,3225,3341.1,3366.4,3338.3,3062.4,3181.3,3071.3,3004.3,2939.6,2753.2,2389,2314.5,0,50
3,12/06/16,2122.7,2034.3,1978.1,1958.9,1994,2097.1,2314.9,2955.6,3208.8,3297.6,3319.4,3065.6,3189.7,3355,3405.6,3331.3,3216.3,3188.4,3089.3,3008,2933.1,2768.6,2542.3,2342.9,0,50
4,12/07/16,2041,1961.6,1918.4,1903.6,1931.9,2058.1,2257.6,2891.8,3159,3272.9,3261.9,2978.2,3088.7,3270.8,3290.6,3237.9,3098.2,3123.2,2982.5,2893.1,2827.2,2690.1,2447.3,2225.9,0,50
5,12/08/16,2019.3,1953.3,1914.6,1895.6,1933.1,2033.9,2256.8,2925.2,3126.1,3194.8,3192.3,2894.3,3071.9,3281.1,3287.3,3257.9,3060.4,3117.3,3024.5,2958.9,2924.5,2748.7,2426.5,2231.8,0,50
6,12/09/16,2042.4,1996.7,1941,1923.1,1960.8,2059.9,2290,2847,3128,3277.2,3195.1,3038.2,3185.3,3382.1,3400.3,3363.7,3165.4,3128.6,2983.7,2891.8,2811.3,2622.2,2360.2,2174.2,0,50
7,12/10/16,2030.5,1963.1,1920.7,1903.8,1924,1977.6,2253.7,2823.2,2972.1,3046.8,3070.6,2806.7,2925.4,3055.9,3052.1,2977.3,2771.2,2820.2,2691.1,2661,2667.7,2544.1,2322.3,2170.3,0,50
CN,12/11/16,1996.9,1900.4,1848.4,1804.4,1789.2,1760.8,1807.3,2033.5,2141.8,2207,2271.6,2114.4,2107.6,2117.9,2123,2174.4,2215.2,2362.2,2308.8,2301.9,2214.2,2090.6,1908.5,1747.7,0,50
2,12/12/16,1636.9,1583.9,1556.8,1568.3,1621.4,1812.1,2124.7,2552.7,2905,3021.1,3039.2,2782.4,2749.2,2902.4,2996.8,3004.1,2936.9,2929.1,2801.8,2681.4,2551.8,2317.4,2058,1916.8,0,51
3,12/13/16,1780.5,1715.5,1699,1697.5,1753.6,1894.1,2191.9,2784.7,2976.4,3017.4,2873.1,2631.5,2678.4,2923.2,2958.9,2973,2841.6,2921.1,2788.1,2648.7,2528.4,2287.4,2043.9,1877.6,0,51
4,12/14/16,1743.5,1691.2,1682.6,1688.2,1758,1910.7,2210.2,2740.8,2972.9,3039.5,3026.5,2724.4,2819.3,3012.4,3054.9,3067.6,2974.4,3014.5,2886.4,2781.9,2668.1,2432.7,2185.2,2059.8,0,51
5,12/15/16,1872.9,1759.2,1761.6,1765.5,1822.6,1954.7,2226.6,2749,2952.7,3090.8,3088,2813.5,2973.6,3164,3170.8,3139,2943.2,3027.2,3013.7,2832.9,2730.8,2527.8,2273.7,2096.4,0,51
6,12/16/16,1923.2,1853.6,1822.3,1819.8,1858.3,1987.5,2278.7,2920.7,3117.4,3190.3,3205.1,2933.7,3050.6,3227.3,3264.2,3232.7,3047.5,3062.8,2961.9,2847.5,2766.8,2599.8,2358.6,2140.3,0,51
7,12/17/16,1935.2,1847,1804,1791.5,1812.4,1881.7,2138.7,2695.5,2905.6,2992.4,3003.2,2741.9,2913.9,3059.2,3039.7,2955.4,2677.8,2724.3,2651.3,2575.1,2580.7,2426.6,2246.4,2032.2,0,51
CN,12/18/16,1958.4,1865.3,1800.2,1763.2,1768.5,1730.8,1810.4,1980.3,2146.7,2248,2296,2159.4,2181.5,2203.4,2206.7,2221.8,2226.8,2405,2348.4,2329,2329.1,2202.4,2008.8,1896.8,0,51
2,12/19/16,1686.3,1625.4,1592.2,1590.2,1650.1,1835.7,2134.7,2822.9,3045.4,3140.8,3134.5,2893,3024.3,3137.1,3173.1,3189.9,3009.7,3064.7,2959.9,2861.6,2762.6,2545.8,2256,2087.8,0,52
3,12/20/16,1967,1901.9,1866.1,1860.5,1898.4,2027,2268.6,2958.7,3141.6,3251.5,3251.8,2943.7,3076.7,3325.7,3354.8,3312.2,3123.5,3157.7,3039,2936.9,2865.8,2662.7,2430.5,2198.4,0,52
4,12/21/16,2001,1922.2,1895.5,1891,1899.3,2031.1,2274.5,2967.2,3122.4,3174.7,3201.1,2911.2,3056.6,3183.6,3178.4,3161.1,3057.5,3078.1,2970,2857.2,2728.3,2563.1,2326.2,2098.9,0,52
5,12/22/16,2101.1,2025.6,1983.6,1965.3,2010.7,2157.5,2387.3,2926.7,3172.7,3299.3,3309.4,3031.1,3179.9,3309.8,3445.9,3380.8,3168,3197.1,3105.3,3023.2,2972.2,2812.5,2572.3,2409.6,0,52
6,12/23/16,2135.3,2052.7,1993.8,1966.2,1988.5,2082.9,2278.1,2912.5,3151.1,3228.6,3239,2980.4,3125.5,3307,3337,3270,2991,2996.8,2962,2881.6,2826.3,2702,2476.3,2290.6,0,52
7,12/24/16,2163.2,2055.5,1996.3,1967.8,1961,2013.6,2227.2,2816.6,3062.2,3163.8,3197,2918.9,3126.5,3258.2,3241.2,3072.4,2734,2745.8,2641.1,2567.8,2539.4,2515.2,2414.8,2215.7,0,52
CN,12/25/16,2103,1999.7,1940.1,1884.5,1862.1,1825.4,1872.7,2079.9,2210,2325.4,2410.5,2329.4,2383.8,2405.4,2358.9,2339.4,2301.1,2456.4,2408.6,2385.9,2423.7,2342.1,2152,1985.7,0,52
2,12/26/16,1810.7,1736.9,1682.6,1680.6,1739.1,1895.2,2167.6,2860.9,3079.8,3230.1,3257.4,3020.1,3202.8,3365.2,3383.2,3325.4,3123.3,3173.4,3084.3,2992.8,2911.2,2748.6,2469.3,2321.4,0,53
3,12/27/16,2089.8,2011.4,1955.6,1895.1,1959.3,2057.7,2272.1,2923.8,3099.3,3176.2,3214.6,2963.9,3142.5,3343.6,3359,3322.7,3096.1,3144.4,3048.6,2961.1,2855.6,2644.8,2384,2176.4,0,53
4,12/28/16,1971.4,1884,1843.2,1819.7,1846.9,1940.7,2180.1,2783.8,2959.8,3004.7,3036.3,2782.3,2920.1,3174.6,3193.4,3144.8,2970.8,3038.2,2915,2810.2,2688.5,2476.1,2200.1,2002.7,0,53
5,12/29/16,1871.2,1781.2,1755.1,1755,1802.4,1916.7,2103.2,2717,2926.4,3018.9,3034.8,2760.9,2912.3,3152.2,3156.4,3134.9,2970,3012.9,2912.3,2790.2,2685.7,2468.1,2209.8,1989.3,0,53
6,12/30/16,1850.3,1813.3,1742,1729.9,1762.9,1857.6,2099.1,2734,2920.1,3031.5,3049.7,2818.3,2948.8,3168.3,3166.8,3117.6,2926.7,2936.2,2853.6,2753.6,2690.9,2508.3,2274.2,2117.8,0,53
7,12/31/16,1909.4,1815.9,1767.9,1750,1763.6,1793.4,1980.8,2462.7,2609.2,2660.6,2739.2,2521.4,2617.6,2717,2670.3,2662.1,2440.2,2522.3,2460.5,2388.3,2382.6,2231.5,2097.3,1932.1,0,53
CN,01/01/17,1736.5,1681.9,1596.9,1544.8,1539.5,1480.5,1508.9,1568.6,1677.9,1805.4,1899.2,1901.9,1917,1902.6,1954.7,1949.7,1992.8,2168.4,2152.3,2149.3,2195.9,2128.8,1963.3,1787.6,1,1
2,01/02/17,1611.7,1506.1,1415.6,1386.1,1390.9,1467.5,1678.8,2034.3,2266.7,2401,2480.3,2344.6,2499,2635.6,2638.9,2639.3,2526.2,2684.1,2653.2,2644.9,2646,2564.1,2345,2125.9,0,2
3,01/03/17,1938.5,1850.2,1788.5,1771.7,1814.6,1946.5,2157.9,2811.3,3082.8,3235.3,3280.9,3000.8,3189.4,3381.9,3380.7,3284.4,3138,3159.9,3084.7,3002.8,2918.6,2763.7,2523.4,2340.6,0,2
4,01/04/17,2124.2,2040.8,1976.3,1956.1,1975.7,2047.9,2253.8,2860.9,3084.6,3189.2,3207.2,2978.5,3138.6,3326.6,3329.5,3291.5,3098.5,3123.3,3043.8,3009.7,2953.7,2799.8,2554.2,2344.6,0,2
5,01/05/17,2143.5,2042.7,1998,1973.6,1996.6,2094.2,2296.6,2944,3154.3,3333.9,3333.3,3044.3,3148.1,3326.8,3343.8,3293.8,3058.5,3132.2,3060.8,2955.9,2962.8,2806.1,2562.9,2305.6,0,2
6,01/06/17,2153,2059.4,1995.6,1970.2,1991.7,2088.5,2352.3,3040.9,3260.2,3340.5,3371.5,3129.1,3221.8,3461.4,3456.8,3396.1,3135.7,3158.1,3064.9,2989.9,2965.7,2813.1,2602.3,2356.6,0,2
7,01/07/17,2191.6,2070,2013.8,1977.2,1996,2053,2271,2869.3,3076.2,3185,3194.6,2873.2,2927.6,3096,3113.7,3037.8,2715.1,2769.4,2725,2670.7,2673.7,2586.7,2421.2,2282.9,0,2
CN,01/08/17,2082.4,1997.8,1938.8,1867.6,1892.7,1863.4,1946.8,2201.6,2344.5,2507.3,2590.7,2454.2,2526.6,2605,2601.4,2542.5,2421.7,2542.4,2510.4,2527.3,2534.9,2427.7,2210.5,2004,0,2
2,01/09/17,1843.4,1749.9,1736.3,1703.8,1765.7,1921.7,2189.9,2670.1,3043.4,3191,3241.3,3091.3,3135.1,3426.7,3418.2,3368.5,3102.9,3139.7,3064.4,2982.6,2948.9,2781.5,2557,2301.5,0,3
3,01/10/17,2112.2,2038.5,1972.1,1952.7,1988.4,2084.5,2269.4,2926.4,3135.4,3263.7,3288.1,3035.9,3182.4,3376.8,3350.2,3300.4,3113.7,3124.7,3078.7,3011.5,2945.5,2770,2506.4,2261.7,0,3
4,01/11/17,2130.9,2017.7,1983.4,2002.8,1973.3,2008.1,2128.3,2999,3163.8,3273.9,3296.3,2994.4,3144.1,3352.4,3388.4,3328.8,3153.9,3136.4,3081.8,2997.1,2950.3,2796,2519.2,2366.6,0,3
5,01/12/17,2183.5,2084.3,2027.8,1999.4,2023.4,2129.6,2328.4,2951.9,3170.3,3282,3284,3060.3,3185.4,3426.2,3431.3,3369.6,3162.4,3169.4,3121.8,3065.7,3032.4,2912.2,2724.1,2459.3,0,3
